name,type,date,value
操作系统B,计院,2017-2018-2,1
操作系统原理,物联网院,2017-2018-2,35
测控电路,自动化院,2017-2018-2,1
产业经济学,经济学院,2017-2018-2,3
城市道路与交通规划,地生院,2017-2018-2,1
城市公用事业管理理论与实践,社会与人口学院,2017-2018-2,4
城市规划原理,地生院,2017-2018-2,5
程序设计,传媒院,2017-2018-2,26
传播学概论,传媒院,2017-2018-2,1
创新与创业管理B（在线）,管理学院,2017-2018-2,31
大地测量学基础,地生院,2017-2018-2,15
大学物理,理学院,2017-2018-2,1024
大学英语Ⅱ,外院,2017-2018-2,46
大学英语Ⅲ,外院,2017-2018-2,32
大学英语Ⅳ,外院,2017-2018-2,93
大学语文,社会与人口学院,2017-2018-2,2
代数与几何,理学院,2017-2018-2,20
当代中国社会问题,社会与人口学院,2017-2018-2,1
当代中国政府与政治,社会与人口学院,2017-2018-2,1
地理信息系统原理,地生院,2017-2018-2,1
第二外语（英语）（中）,外院,2017-2018-2,2
电波传播理论,电光微院,2017-2018-2,43
电磁场理论B,电光微院,2017-2018-2,111
电磁场理论与光波导技术,电光微院,2017-2018-2,92
电磁场数学方法,电光微院,2017-2018-2,33
电磁场与传输理论B,电光微院,2017-2018-2,13
电磁学,理学院,2017-2018-2,4
电工电子基础实验A,电工电子实验教学中心,2017-2018-2,31
电工电子基础实验B,电工电子实验教学中心,2017-2018-2,55
电工电子技术基础,电光微院,2017-2018-2,302
电工电子实验（二）,电工电子实验教学中心,2017-2018-2,60
电机学,自动化院,2017-2018-2,36
电力拖动自动控制系统,自动化院,2017-2018-2,2
电力系统自动化,自动化院,2017-2018-2,3
电路,电光微院,2017-2018-2,175
电路分析基础,电光微院,2017-2018-2,6
电路分析基础A,电光微院,2017-2018-2,467
电路分析基础B,电光微院,2017-2018-2,71
电路分析基础C,电光微院,2017-2018-2,19
电气控制与可编程控制器,自动化院,2017-2018-2,3
电信生产运营,经济学院,2017-2018-2,2
电信生产运营B,管理学院,2017-2018-2,7
电子商务,管理学院,2017-2018-2,1
电子设计与创新基础A,电工电子实验教学中心,2017-2018-2,9
动漫广告艺术鉴赏,传媒院,2017-2018-2,2
多媒体技术与应用,管理学院,2017-2018-2,27
多元统计分析,经济学院,2017-2018-2,1
法语,外院,2017-2018-2,2
非政府组织管理,社会与人口学院,2017-2018-2,1
分析化学,材料院,2017-2018-2,56
分析与代数高级选讲,理学院,2017-2018-2,6
复变函数,理学院,2017-2018-2,15
概率论与数理统计,理学院,2017-2018-2,511
概率统计和随机过程,理学院,2017-2018-2,397
概率统计与随机过程,理学院,2017-2018-2,12
高等数学Ⅱ,理学院,2017-2018-2,42
高等数学A,理学院,2017-2018-2,1571
高等数学AⅡ,理学院,2017-2018-2,77
高等数学B,理学院,2017-2018-2,328
高等数学BⅡ,理学院,2017-2018-2,33
高分子化学,材料院,2017-2018-2,1
高级财务会计,管理学院,2017-2018-2,1
高级日语Ⅱ,外院,2017-2018-2,4
高级写作Ⅰ,外院,2017-2018-2,6
高级英语Ⅱ,外院,2017-2018-2,1
高级语言程序设计,计院,2017-2018-2,7
高级语言程序设计B,计院,2017-2018-2,25
个案工作和小组工作,社会与人口学院,2017-2018-2,2
工程光学,电光微院,2017-2018-2,7
工程项目管理概论,电光微院,2017-2018-2,4
工科数学分析,理学院,2017-2018-2,3
功能高分子材料,材料院,2017-2018-2,3
固体物理,理学院,2017-2018-2,13
关系类型数据库编程,软院,2017-2018-2,18
管理会计,管理学院,2017-2018-2,2
管理信息系统,管理学院,2017-2018-2,6
管理信息系统B,管理学院,2017-2018-2,16
管理学原理A,社会与人口学院,2017-2018-2,7
管理学原理B,管理学院,2017-2018-2,14
管理学原理B,经济学院,2017-2018-2,6
管理学原理B,社会与人口学院,2017-2018-2,1
光电传感与检测技术,电光微院,2017-2018-2,18
光电信息物理基础,电光微院,2017-2018-2,89
光电子技术（双语）,理学院,2017-2018-2,5
光纤传输与网络技术,电光微院,2017-2018-2,20
光纤通信技术,电光微院,2017-2018-2,8
光纤通信系统,电光微院,2017-2018-2,16
光纤通信与数字传输,通院,2017-2018-2,27
光纤通信原理与系统（双语）,电光微院,2017-2018-2,5
广播电视概论,传媒院,2017-2018-2,1
广告媒体研究,传媒院,2017-2018-2,1
广告效果研究方法（双语）,传媒院,2017-2018-2,1
广告作品与案例分析,传媒院,2017-2018-2,1
国际结算,经济学院,2017-2018-2,2
国际金融,管理学院,2017-2018-2,6
国际金融,经济学院,2017-2018-2,1
国际金融（双语）,管理学院,2017-2018-2,4
国际金融（双语）,经济学院,2017-2018-2,3
国际贸易（双语）,管理学院,2017-2018-2,1
国际贸易（双语）,经济学院,2017-2018-2,6
国际贸易实务,经济学院,2017-2018-2,1
国际商法,经济学院,2017-2018-2,3
国家赔偿法,社会与人口学院,2017-2018-2,3
国民经济核算,理学院,2017-2018-2,1
国民经济统计学,经济学院,2017-2018-2,7
过程控制,自动化院,2017-2018-2,42
汉语 Ⅱ,外院,2017-2018-2,8
行为心理学,材料院,2017-2018-2,5
行政管理学,社会与人口学院,2017-2018-2,2
宏观经济学,社会与人口学院,2017-2018-2,1
宏观经济学（双语）,社会与人口学院,2017-2018-2,4
宏观经济学B,管理学院,2017-2018-2,15
互联网应用开发技术,通院,2017-2018-2,1
化工原理基础,材料院,2017-2018-2,3
环境科学原理（双语）,地生院,2017-2018-2,2
汇编语言程序设计,计院,2017-2018-2,41
会计学,经济学院,2017-2018-2,1
货币金融学,经济学院,2017-2018-2,6
基础日语Ⅱ,外院,2017-2018-2,23
基础日语Ⅳ,外院,2017-2018-2,11
基础写作I,外院,2017-2018-2,2
基础写作II,外院,2017-2018-2,3
基础英语Ⅱ,外院,2017-2018-2,5
基础英语Ⅳ,外院,2017-2018-2,3
激光雷达遥感原理,地生院,2017-2018-2,1
激光原理,电光微院,2017-2018-2,11
集成电路版图设计基础,电光微院,2017-2018-2,3
集成电路与CAD,电光微院,2017-2018-2,56
计量经济学,经济学院,2017-2018-2,9
计算机病毒防治,计院,2017-2018-2,1
计算机控制系统,自动化院,2017-2018-2,18
计算机通信网,通院,2017-2018-2,4
计算机通信与网络,计院,2017-2018-2,49
计算机图形学,通院,2017-2018-2,7
计算机网络,教科院,2017-2018-2,4
计算机网络,自动化院,2017-2018-2,2
计算机网络（双语）,通院,2017-2018-2,19
计算机网络概论A,理学院,2017-2018-2,2
计算机网络原理,自动化院,2017-2018-2,1
计算机应用基础能力考核,工程训练中心,2017-2018-2,555
计算机组成与结构,计院,2017-2018-2,76
计算机组成原理,教科院,2017-2018-2,5
计算机组成原理,物联网院,2017-2018-2,49
技术经济学,管理学院,2017-2018-2,8
继电保护原理,自动化院,2017-2018-2,12
解剖与生理,地生院,2017-2018-2,1
金融风险管理,经济学院,2017-2018-2,1
经典影视作品中的心理学,教科院,2017-2018-2,1
经济地理学,地生院,2017-2018-2,1
经济法,管理学院,2017-2018-2,2
经济法,经济学院,2017-2018-2,1
经济思想史,经济学院,2017-2018-2,2
精密机械学基础,自动化院,2017-2018-2,6
可视化编程,教科院,2017-2018-2,8
控制测量学,地生院,2017-2018-2,1
宽带交换技术,通院,2017-2018-2,1
劳动关系,社会与人口学院,2017-2018-2,1
离散数学,计院,2017-2018-2,17
力学与热学,材料院,2017-2018-2,1
力学与热学,理学院,2017-2018-2,31
量化投资分析,经济学院,2017-2018-2,2
量子力学,材料院,2017-2018-2,9
量子力学,理学院,2017-2018-2,16
量子物理,电光微院,2017-2018-2,6
量子与固体物理,电光微院,2017-2018-2,62
领导科学与艺术,社会与人口学院,2017-2018-2,2
马克思主义基本原理概论,马院,2017-2018-2,76
毛泽东思想和中国特色社会主义理论体系概论,马院,2017-2018-2,93
密码学,计院,2017-2018-2,26
密码学,通院,2017-2018-2,3
面向对象程序设计及C++,计院,2017-2018-2,118
描述统计学,理学院,2017-2018-2,2
模拟电子技术,电光微院,2017-2018-2,54
模拟电子线路A,电光微院,2017-2018-2,36
模拟电子线路C,电光微院,2017-2018-2,1
模式识别,通院,2017-2018-2,3
模式识别基础（双语）,自动化院,2017-2018-2,14
培训管理,管理学院,2017-2018-2,1
平板显示与驱动技术,材料院,2017-2018-2,5
普通物理实验Ⅲ,理学院,2017-2018-2,1
企业战略管理,管理学院,2017-2018-2,1
企业资源规划（ERP）,管理学院,2017-2018-2,1
嵌入式系统B,通院,2017-2018-2,18
嵌入式系统与开发,计院,2017-2018-2,1
嵌入式系统原理与应用,物联网院,2017-2018-2,6
嵌入式智能终端开发,计院,2017-2018-2,1
热力学统计物理,材料院,2017-2018-2,27
人工智能,软院,2017-2018-2,10
人工智能基础,自动化院,2017-2018-2,8
人口学,社会与人口学院,2017-2018-2,1
人类行为与社会环境Ⅲ,社会与人口学院,2017-2018-2,3
人员测评与选拔,管理学院,2017-2018-2,5
日本概况,外院,2017-2018-2,7
日本古典语法,外院,2017-2018-2,1
日本文学史,外院,2017-2018-2,1
日语,外院,2017-2018-2,8
日语翻译（汉译日）,外院,2017-2018-2,2
日语会话Ⅱ,外院,2017-2018-2,2
日语视听说Ⅱ,外院,2017-2018-2,1
日语听力Ⅱ,外院,2017-2018-2,8
日语语法,外院,2017-2018-2,5
日语阅读Ⅱ,外院,2017-2018-2,5
软件测试,计院,2017-2018-2,8
软件测试（双语）,计院,2017-2018-2,4
软件工程,计院,2017-2018-2,4
软件工程（双语）,计院,2017-2018-2,20
软件开发方法,计院,2017-2018-2,2
软件开发技术基础,计院,2017-2018-2,1
商务日语,外院,2017-2018-2,2
商务统计学（双语）,经济学院,2017-2018-2,1
社会保障概论,社会与人口学院,2017-2018-2,2
社会工作概论,社会与人口学院,2017-2018-2,1
社会调查方法,地生院,2017-2018-2,4
社会心理学,社会与人口学院,2017-2018-2,1
社会学研究方法,社会与人口学院,2017-2018-2,3
射频电路理论与设计,电光微院,2017-2018-2,14
审计学,管理学院,2017-2018-2,16
审计学,经济学院,2017-2018-2,1
实用回归分析,理学院,2017-2018-2,3
世界（国际）贸易地理,经济学院,2017-2018-2,1
市场调查与研究,管理学院,2017-2018-2,5
市场营销,管理学院,2017-2018-2,10
视听语言,传媒院,2017-2018-2,2
数据仓库与数据挖掘,管理学院,2017-2018-2,1
数据结构,计院,2017-2018-2,97
数据结构,教科院,2017-2018-2,13
数据库技术与应用,计院,2017-2018-2,65
数据库系统,计院,2017-2018-2,2
数据库系统,教科院,2017-2018-2,2
数据库系统,软院,2017-2018-2,14
数据库系统与设计,软院,2017-2018-2,5
数据库系统原理,物联网院,2017-2018-2,8
数据库原理（双语）,理学院,2017-2018-2,10
数据库原理与应用,管理学院,2017-2018-2,30
数据挖掘,物联网院,2017-2018-2,4
数理统计,理学院,2017-2018-2,16
数学分析,理学院,2017-2018-2,1
数学分析（中）,理学院,2017-2018-2,32
数学建模,理学院,2017-2018-2,4
数学物理方法,理学院,2017-2018-2,15
数值逼近（双语）,理学院,2017-2018-2,6
数字电路与逻辑设计,电光微院,2017-2018-2,5
数字电路与逻辑设计A,电光微院,2017-2018-2,183
数字电路与逻辑设计B,电光微院,2017-2018-2,211
数字电视原理A,通院,2017-2018-2,8
数字集成电路分析与设计（双语）,电光微院,2017-2018-2,37
数字视频特效,教科院,2017-2018-2,1
数字图像处理与图像通信,通院,2017-2018-2,14
数字信号处理A（双语）,通院,2017-2018-2,183
税法,管理学院,2017-2018-2,2
思想道德修养与法律基础,马院,2017-2018-2,50
算法导论,通院,2017-2018-2,29
算法分析与设计,计院,2017-2018-2,83
算法分析与设计,物联网院,2017-2018-2,6
算法分析与设计C,计院,2017-2018-2,66
随机数学,理学院,2017-2018-2,1
太阳能电池材料及技术,材料院,2017-2018-2,1
体育,体育部,2017-2018-2,678
天线原理与设计（双语）,电光微院,2017-2018-2,25
通信网基础,电光微院,2017-2018-2,5
通信网基础,通院,2017-2018-2,37
通信网基础B,通院,2017-2018-2,1
通信网络技术（双语）,通院,2017-2018-2,28
通信原理A,通院,2017-2018-2,10
通信原理B,通院,2017-2018-2,49
通信原理C,通院,2017-2018-2,27
统计软件应用,理学院,2017-2018-2,31
统计调查与创业,经济学院,2017-2018-2,5
统计学,社会与人口学院,2017-2018-2,3
统计学B,经济学院,2017-2018-2,11
统计预测与决策,经济学院,2017-2018-2,1
图像处理,通院,2017-2018-2,5
网络安全技术（双语）,计院,2017-2018-2,5
网络编程技术,物联网院,2017-2018-2,2
网络地理信息系统,地生院,2017-2018-2,14
网络技术与应用,计院,2017-2018-2,174
网络监控与管理技术,物联网院,2017-2018-2,8
网络信息安全,理学院,2017-2018-2,8
网络信息资源检索与利用,管理学院,2017-2018-2,40
网络信息资源检索与应用,经济学院,2017-2018-2,2
微波技术基础,电光微院,2017-2018-2,14
微波技术与天线,理学院,2017-2018-2,11
微波遥感原理,地生院,2017-2018-2,5
微电子工艺实验,电光微院,2017-2018-2,6
微电子器件设计,电光微院,2017-2018-2,12
微分方程及其数值计算,理学院,2017-2018-2,7
微分方程数值解,理学院,2017-2018-2,13
微观经济学,管理学院,2017-2018-2,6
微观经济学B,经济学院,2017-2018-2,22
微型计算机接口技术,计院,2017-2018-2,57
微型计算机原理与接口,计院,2017-2018-2,5
微型计算机原理与接口技术,计院,2017-2018-2,367
卫星广播与光纤通信,通院,2017-2018-2,6
文科物理,理学院,2017-2018-2,48
无线传感器网络（双语）,物联网院,2017-2018-2,5
无线通信,通院,2017-2018-2,6
无线通信原理（双语）,通院,2017-2018-2,47
物理光学,电光微院,2017-2018-2,100
物理化学,材料院,2017-2018-2,29
物理实验,理学院,2017-2018-2,45
物理实验 ,理学院,2017-2018-2,12
物理学概论,理学院,2017-2018-2,4
物联网安全技术,物联网院,2017-2018-2,6
物联网理论与关键技术,通院,2017-2018-2,1
误差理论与测量平差基础,地生院,2017-2018-2,3
误差理论与数据分析,自动化院,2017-2018-2,5
系统分析与设计（双语）,管理学院,2017-2018-2,3
现代管理科学基础,管理学院,2017-2018-2,11
现代控制理论（双语）,自动化院,2017-2018-2,33
现代密码学,理学院,2017-2018-2,8
现代企业统计,经济学院,2017-2018-2,2
现代生物学,地生院,2017-2018-2,7
现代通信技术,通院,2017-2018-2,8
现代物流管理,管理学院,2017-2018-2,2
现代物流与供应链管理,管理学院,2017-2018-2,2
现代信息技术概论,通院,2017-2018-2,55
线性代数,理学院,2017-2018-2,186
线性代数与解析几何,理学院,2017-2018-2,631
消费者行为学,经济学院,2017-2018-2,1
新能源发电技术,自动化院,2017-2018-2,11
信号与系统B,通院,2017-2018-2,79
信号与系统C,通院,2017-2018-2,18
信息安全技术,计院,2017-2018-2,1
信息管理与信息技术,通院,2017-2018-2,2
信息光学,电光微院,2017-2018-2,3
信息论基础B,通院,2017-2018-2,10
信息论基础C,通院,2017-2018-2,21
信息论与编码,理学院,2017-2018-2,17
信息论与编码理论,计院,2017-2018-2,9
形势与政策,马院,2017-2018-2,8
学期论文Ⅱ,经济学院,2017-2018-2,1
学习心理学,材料院,2017-2018-2,3
遥感图像处理,地生院,2017-2018-2,3
遥感原理与方法,地生院,2017-2018-2,8
医学仪器原理,地生院,2017-2018-2,2
仪器分析,材料院,2017-2018-2,21
移动通信技术,通院,2017-2018-2,9
移动通信系统,通院,2017-2018-2,12
移动通信系统B,通院,2017-2018-2,14
移动通信系统C,通院,2017-2018-2,27
移动应用开发技术,计院,2017-2018-2,1
艺术概论,传媒院,2017-2018-2,2
音乐基础,传媒院,2017-2018-2,1
英美文化概论,外院,2017-2018-2,10
英美文化与翻译,外院,2017-2018-2,1
英语词汇与语法II,外院,2017-2018-2,3
英语听力Ⅱ,外院,2017-2018-2,2
英语听力Ⅳ,外院,2017-2018-2,1
英语阅读Ⅱ,外院,2017-2018-2,1
影视视听语言,传媒院,2017-2018-2,1
应用光学（双语）,电光微院,2017-2018-2,95
应用随机过程A,理学院,2017-2018-2,12
应用文写作,社会与人口学院,2017-2018-2,9
有机化学,材料院,2017-2018-2,41
有机化学实验,材料院,2017-2018-2,3
语音信号与数字音频,通院,2017-2018-2,5
预测与决策,管理学院,2017-2018-2,4
原子物理学（双语）,理学院,2017-2018-2,3
云计算技术,计院,2017-2018-2,5
运筹学,管理学院,2017-2018-2,64
运筹学,经济学院,2017-2018-2,8
运筹与优化,理学院,2017-2018-2,5
