name,type,date,value
人身保险,人文院,2013-2014-2,1
人员测评与选拔,管理学院,2013-2014-2,1
日本概况,外院,2013-2014-2,1
日本古典语法与文学作品选读,外院,2013-2014-2,1
日语翻译（汉译日）,外院,2013-2014-2,2
日语视听说Ⅰ,外院,2013-2014-2,2
日语听力Ⅱ,外院,2013-2014-2,2
日语阅读Ⅱ,外院,2013-2014-2,1
软件测试,计院,2013-2014-2,11
软件工程,计院,2013-2014-2,12
软件工程（双语）,计院,2013-2014-2,9
软件工程（双语）,物联网院,2013-2014-2,6
软件开发技术基础,计院,2013-2014-2,4
软件体系结构,软院,2013-2014-2,18
商务日语,外院,2013-2014-2,1
社会保险,人文院,2013-2014-2,1
社会保障学,管理学院,2013-2014-2,1
社会工作概论,人文院,2013-2014-2,9
社会工作实践II,人文院,2013-2014-2,5
社会调查方法,经济学院,2013-2014-2,25
社会心理学,人文院,2013-2014-2,8
社会医学,人文院,2013-2014-2,7
社交礼仪Ⅱ,人文院,2013-2014-2,3
社交礼仪I,机关,2013-2014-2,17
生态学,地生院,2013-2014-2,1
时间序列分析,经济学院,2013-2014-2,3
时间序列分析,理学院,2013-2014-2,3
实用英文写作,外院,2013-2014-2,9
实用英语（4）,外院,2013-2014-2,26
市场调查与预测,管理学院,2013-2014-2,1
市场营销学,管理学院,2013-2014-2,5
数据结构,计院,2013-2014-2,20
数据结构A,计院,2013-2014-2,26
数据结构与算法,物联网院,2013-2014-2,14
数据库技术与应用,计院,2013-2014-2,21
数据库系统,计院,2013-2014-2,1
数据库系统A,计院,2013-2014-2,2
数据库系统B,计院,2013-2014-2,2
数据库系统与设计,软院,2013-2014-2,9
数据库原理（双语）,理学院,2013-2014-2,12
数据库原理与应用,管理学院,2013-2014-2,14
数理金融,理学院,2013-2014-2,3
数理统计,理学院,2013-2014-2,5
数学分析,理学院,2013-2014-2,2
数学分析（中）,理学院,2013-2014-2,26
数学建模,理学院,2013-2014-2,33
数学物理方法,理学院,2013-2014-2,12
数值逼近（双语）,理学院,2013-2014-2,2
数字程控交换系统,通院,2013-2014-2,1
数字电路与逻辑设计,电院,2013-2014-2,94
数字电路与逻辑设计B,电院,2013-2014-2,205
数字电子技术,电院,2013-2014-2,1
数字集成电路分析与设计（双语）,电院,2013-2014-2,26
数字媒体技术基础,传媒院,2013-2014-2,4
数字信号处理,通院,2013-2014-2,25
数字信号处理A（双语）,通院,2013-2014-2,150
思想道德修养与法律基础,马院,2013-2014-2,10
算法分析与设计,计院,2013-2014-2,32
算法分析与设计C,计院,2013-2014-2,4
体育,体育部,2013-2014-2,67
通信技术,理学院,2013-2014-2,1
通信经济学,经济学院,2013-2014-2,5
通信网基础A,通院,2013-2014-2,4
通信网络技术（双语）,通院,2013-2014-2,9
通信原理B,通院,2013-2014-2,19
通信原理C,通院,2013-2014-2,27
统计学Ⅱ,理学院,2013-2014-2,3
统计学原理,经济学院,2013-2014-2,100
统一建模语言,计院,2013-2014-2,5
图像通信B,通院,2013-2014-2,2
图形化程序设计语言（双语）,自动化院,2013-2014-2,11
外国文学,人文院,2013-2014-2,3
外贸英语谈判与函电,经济学院,2013-2014-2,4
网络安全技术（双语）,计院,2013-2014-2,8
网络编程基础,计院,2013-2014-2,14
网络地理信息系统,地生院,2013-2014-2,10
网络技术与应用,计院,2013-2014-2,307
网络监控与管理技术,物联网院,2013-2014-2,14
网络信息安全,理学院,2013-2014-2,3
网络信息安全B,计院,2013-2014-2,1
网络信息资源检索与利用,管理学院,2013-2014-2,3
网站设计与架构,管理学院,2013-2014-2,4
微波电路,电院,2013-2014-2,3
微波电路EDA,电院,2013-2014-2,2
微波技术基础,电院,2013-2014-2,11
微波技术与天线,理学院,2013-2014-2,4
微电子器件设计,电院,2013-2014-2,2
微分方程及其数值计算,理学院,2013-2014-2,14
微分方程数值解,理学院,2013-2014-2,3
微观经济学B,经济学院,2013-2014-2,10
微机原理与接口,计院,2013-2014-2,6
微机原理与接口技术,计院,2013-2014-2,26
微型计算机原理与接口技术,计院,2013-2014-2,131
文科物理,理学院,2013-2014-2,3
文明的发现和文化考古,人文院,2013-2014-2,10
无线通信原理（双语）,通院,2013-2014-2,34
物理光学,光院,2013-2014-2,22
物理化学,材料院,2013-2014-2,14
物理实验,理学院,2013-2014-2,60
物理学概论,理学院,2013-2014-2,1
物流管理,管理学院,2013-2014-2,4
误差理论与测量平差基础,地生院,2013-2014-2,13
误差理论与数据分析,自动化院,2013-2014-2,4
西方思想家的哲理人生,人文院,2013-2014-2,6
西方文化影视欣赏,外院,2013-2014-2,23
西方音乐史,传媒院,2013-2014-2,4
现代密码学,理学院,2013-2014-2,19
现代企业统计分析,经济学院,2013-2014-2,1
现代生物学,地生院,2013-2014-2,2
现代通信技术,管理学院,2013-2014-2,2
现代推销学,管理学院,2013-2014-2,15
线性代数,理学院,2013-2014-2,255
线性代数 Ⅲ,理学院,2013-2014-2,15
线性代数 I,理学院,2013-2014-2,31
线性代数与解析几何,理学院,2013-2014-2,143
消费者行为学,管理学院,2013-2014-2,2
心理分析的理论与实践,人文院,2013-2014-2,7
心理学基础与应用,人文院,2013-2014-2,1
新能源发电技术,自动化院,2013-2014-2,12
信息存储与检索,管理学院,2013-2014-2,1
信息光学,光院,2013-2014-2,9
信息论基础B,通院,2013-2014-2,3
信息论与编码,理学院,2013-2014-2,5
信息物理基础,光院,2013-2014-2,19
信息系统分析与设计,管理学院,2013-2014-2,3
学校社会工作,人文院,2013-2014-2,2
遥感概论,地生院,2013-2014-2,9
医学成像技术,地生院,2013-2014-2,2
医学信号处理（含实验）,地生院,2013-2014-2,1
医学仪器原理,地生院,2013-2014-2,4
仪器分析,材料院,2013-2014-2,15
移动通信系统B,通院,2013-2014-2,4
移动通信系统C,通院,2013-2014-2,14
艺术概论,传媒院,2013-2014-2,11
音乐基础,传媒院,2013-2014-2,2
英国文学作品选读,外院,2013-2014-2,3
英美名著影视欣赏,外院,2013-2014-2,1
英美文化概论,外院,2013-2014-2,7
英语词汇学,外院,2013-2014-2,13
英语口语（2）,外院,2013-2014-2,1
英语阅读 （4）,外院,2013-2014-2,1
营养与健康,人文院,2013-2014-2,12
应用光学（双语）,光院,2013-2014-2,14
应用随机过程A,理学院,2013-2014-2,2
有机化学,材料院,2013-2014-2,47
预测与决策,管理学院,2013-2014-2,8
原子物理学（双语）,理学院,2013-2014-2,2
运筹学,管理学院,2013-2014-2,52
运筹与优化,理学院,2013-2014-2,6
证券投资基金管理,人文院,2013-2014-2,11
政府经济学,人文院,2013-2014-2,1
政治经济学,经济学院,2013-2014-2,19
政治学原理,人文院,2013-2014-2,3
职业发展与就业指导,机关,2013-2014-2,15
制图基础及计算机绘图,理学院,2013-2014-2,47
中国近现代史纲要,马院,2013-2014-2,31
中国旅游地理,地生院,2013-2014-2,3
中国文学,人文院,2013-2014-2,10
中外动漫史,传媒院,2013-2014-2,4
中外美术史,传媒院,2013-2014-2,4
中西文化比较,人文院,2013-2014-2,1
自动测试系统,自动化院,2013-2014-2,5
自然地理学,地生院,2013-2014-2,5
综合英语（4）,外院,2013-2014-2,2
Excel与数据分析,经济学院,2014-2015-1,3
HTML5富界面设计,软院,2014-2015-1,2
Internet应用,计院,2014-2015-1,2
IP网络技术基础（双语）,通院,2014-2015-1,4
Java编程 II,软院,2014-2015-1,1
Java程序设计,计院,2014-2015-1,5
Java移动应用开发,软院,2014-2015-1,1
Java语言（双语）,教科院,2014-2015-1,28
Linux编程,计院,2014-2015-1,3
WEB服务和分布式应用程序开发,软院,2014-2015-1,1
Windows高级软件开发,计院,2014-2015-1,2
半导体集成电路工艺,电院,2014-2015-1,6
半导体物理,电院,2014-2015-1,6
保险经济学,人文院,2014-2015-1,10
报关实务,经济学院,2014-2015-1,6
材料分析技术,材料院,2014-2015-1,5
财务管理,管理学院,2014-2015-1,18
财务管理A,经济学院,2014-2015-1,9
财务会计A,管理学院,2014-2015-1,9
财政与税收,管理学院,2014-2015-1,4
财政与税收,经济学院,2014-2015-1,2
操作系统A,计院,2014-2015-1,36
操作系统结构分析,计院,2014-2015-1,12
操作系统原理,物联网院,2014-2015-1,4
城市道路与交通规划（实验课）,地生院,2014-2015-1,1
城市地理学,地生院,2014-2015-1,4
城市规划原理,地生院,2014-2015-1,10
抽样调查（双语）,理学院,2014-2015-1,5
初等数论,计院,2014-2015-1,3
初级法语,外院,2014-2015-1,15
传感器技术,自动化院,2014-2015-1,18
创业管理,管理学院,2014-2015-1,1
大学化学A,材料院,2014-2015-1,17
大学化学B,材料院,2014-2015-1,14
大学生心理健康,教科院,2014-2015-1,3
大学物理,理学院,2014-2015-1,533
大学英语Ⅰ,外院,2014-2015-1,352
大学英语Ⅱ,外院,2014-2015-1,67
大学英语Ⅲ,外院,2014-2015-1,149
大学英语Ⅳ,外院,2014-2015-1,102
大学语文,人文院,2014-2015-1,31
代码优化与性能调优,软院,2014-2015-1,13
代数与几何,理学院,2014-2015-1,13
单片机及嵌入式系统,自动化院,2014-2015-1,7
单片机技术及应用,计院,2014-2015-1,5
单片机与应用,计院,2014-2015-1,1
单片机原理及系统设计,计院,2014-2015-1,10
当代中国社会问题,人文院,2014-2015-1,1
地理信息系统,地生院,2014-2015-1,3
第二外语（日语）,外院,2014-2015-1,8
第二外语（英语）,外院,2014-2015-1,1
电磁场理论,电院,2014-2015-1,11
电磁场与传输理论,电院,2014-2015-1,11
电磁场与传输理论A,电院,2014-2015-1,69
电磁学,理学院,2014-2015-1,13
电动力学,理学院,2014-2015-1,8
电工电子技术基础,电院,2014-2015-1,38
电工电子实验（一）,电工电子实验教学中心,2014-2015-1,42
电机与拖动基础,自动化院,2014-2015-1,16
电力电子技术,自动化院,2014-2015-1,58
电力电子装置及控制,自动化院,2014-2015-1,4
电力系统分析,自动化院,2014-2015-1,32
电脑图文设计,传媒院,2014-2015-1,6
电气测量技术,自动化院,2014-2015-1,10
电视原理,通院,2014-2015-1,11
电子测量原理,自动化院,2014-2015-1,2
电子电路基础,理学院,2014-2015-1,9
电子封装概论,通院,2014-2015-1,6
电子商务案例分析,管理学院,2014-2015-1,1
电子商务导论（双语）,管理学院,2014-2015-1,1
电子商务概论,管理学院,2014-2015-1,2
动画概论,传媒院,2014-2015-1,1
动漫广告艺术鉴赏,传媒院,2014-2015-1,6
多媒体技术与应用,管理学院,2014-2015-1,25
多元统计分析,经济学院,2014-2015-1,18
二外（日语）2,外院,2014-2015-1,12
二外（日语）4,外院,2014-2015-1,1
二外法语（4）,外院,2014-2015-1,3
发光学与发光材料,材料院,2014-2015-1,1
法国文化导读-走进法国,外院,2014-2015-1,13
翻译Ⅰ（英译汉）,外院,2014-2015-1,1
翻译理论与实践,外院,2014-2015-1,1
非参数统计,理学院,2014-2015-1,8
概率论,理学院,2014-2015-1,6
概率论和随机过程,理学院,2014-2015-1,290
概率论与数理统计,理学院,2014-2015-1,525
概率统计和随机过程,理学院,2014-2015-1,73
钢琴艺术赏析,传媒院,2014-2015-1,14
"高等数学 Ⅰ















",理学院,2014-2015-1,2
高等数学A,理学院,2014-2015-1,824
高等数学AⅠ,理学院,2014-2015-1,93
高等数学B,理学院,2014-2015-1,213
高等数学BⅠ,理学院,2014-2015-1,9
高分子科学导论,材料院,2014-2015-1,1
高分子物理（双语）,材料院,2014-2015-1,2
高级财务会计,管理学院,2014-2015-1,2
高级日语Ⅰ,外院,2014-2015-1,4
高级听力,外院,2014-2015-1,2
高级英语,外院,2014-2015-1,3
高级语言程序设计,计院,2014-2015-1,1354
各国旅游概况,管理学院,2014-2015-1,4
各国社会工作教育（英）,人文院,2014-2015-1,2
工程测量,地生院,2014-2015-1,2
工科数学分析,理学院,2014-2015-1,1
公共管理学,人文院,2014-2015-1,1
公共经济学,人文院,2014-2015-1,1
固体电子导论,光院,2014-2015-1,63
固体物理,材料院,2014-2015-1,35
管理案例综合分析,管理学院,2014-2015-1,1
管理文秘,人文院,2014-2015-1,2
管理信息系统,管理学院,2014-2015-1,3
管理信息系统A,管理学院,2014-2015-1,29
管理信息系统A,经济学院,2014-2015-1,2
管理信息系统B,经济学院,2014-2015-1,8
管理学原理,人文院,2014-2015-1,3
光电成像原理,光院,2014-2015-1,4
光电信息科学与工程专业导论,光院,2014-2015-1,2
光电子器件与工艺（双语）,材料院,2014-2015-1,5
光通信综合实验,光院,2014-2015-1,3
光纤传输技术,光院,2014-2015-1,12
光纤通信技术,通院,2014-2015-1,2
光纤通信原理与系统,光院,2014-2015-1,2
光纤网络技术,光院,2014-2015-1,20
光学,材料院,2014-2015-1,7
光学,理学院,2014-2015-1,9
广播电视测量技术,通院,2014-2015-1,3
广播电视设备与节目制作技术,通院,2014-2015-1,3
广告经营与管理学,传媒院,2014-2015-1,4
广告学,管理学院,2014-2015-1,1
国际结算（含贸易融资）,经济学院,2014-2015-1,1
国际金融,经济学院,2014-2015-1,17
国际贸易,经济学院,2014-2015-1,5
国际贸易（双语）,管理学院,2014-2015-1,4
国际贸易（双语）,经济学院,2014-2015-1,12
国际贸易与国际金融,经济学院,2014-2015-1,1
国际商法,经济学院,2014-2015-1,27
国际市场营销,管理学院,2014-2015-1,1
行政管理学,人文院,2014-2015-1,2
宏观经济学,经济学院,2014-2015-1,1
宏观经济学B,经济学院,2014-2015-1,2
化学与食品安全,材料院,2014-2015-1,2
汇编语言,计院,2014-2015-1,22
汇编语言程序设计,计院,2014-2015-1,46
会计学（含外贸会计）,管理学院,2014-2015-1,2
会计学基础,管理学院,2014-2015-1,1
会计学原理A,管理学院,2014-2015-1,4
货币银行学,管理学院,2014-2015-1,5
机器人学,自动化院,2014-2015-1,1
机械工程,海院,2014-2015-1,1
基础日语Ⅰ,外院,2014-2015-1,12
基础日语Ⅲ,外院,2014-2015-1,6
基础写作II,外院,2014-2015-1,3
基础英语Ⅰ,外院,2014-2015-1,14
基础英语Ⅲ,外院,2014-2015-1,5
基于C#的Windows Store应用开发,软院,2014-2015-1,5
基于UML的面向对象分析与设计,软院,2014-2015-1,5
激光技术与应用,光院,2014-2015-1,3
激光原理,光院,2014-2015-1,66
集成光电子器件,光院,2014-2015-1,11
计量经济学,经济学院,2014-2015-1,8
计算机辅助制图（地理方向）（实验课）,地生院,2014-2015-1,1
计算机科学与技术导论,计院,2014-2015-1,1
计算机通信与网络,计院,2014-2015-1,36
计算机通信与网络实验,计院,2014-2015-1,1
计算机图形学,计院,2014-2015-1,42
计算机图形学,教科院,2014-2015-1,1
计算机图形学（双语）,地生院,2014-2015-1,9
计算机网络,计院,2014-2015-1,7
计算机网络,物联网院,2014-2015-1,6
计算机网络（双语）,通院,2014-2015-1,4
计算机网络概论A,理学院,2014-2015-1,3
计算机网络概论B,理学院,2014-2015-1,6
计算机系统结构,计院,2014-2015-1,10
计算机组成与结构,计院,2014-2015-1,7
计算机组成原理,计院,2014-2015-1,3
技术经济学,管理学院,2014-2015-1,4
绩效管理,管理学院,2014-2015-1,3
交互动画设计,传媒院,2014-2015-1,1
交换技术基础,通院,2014-2015-1,16
经济法,人文院,2014-2015-1,12
经贸英语翻译,外院,2014-2015-1,4
竞争情报与信息服务,管理学院,2014-2015-1,1
军事理论,人武部,2014-2015-1,9
科技情报检索,图书馆,2014-2015-1,3
科学技术史,人文院,2014-2015-1,1
空间数据结构,地生院,2014-2015-1,9
空间数据库,地生院,2014-2015-1,1
宽带交换技术,通院,2014-2015-1,31
劳动经济学,经济学院,2014-2015-1,1
离散数学,计院,2014-2015-1,51
离散数学,理学院,2014-2015-1,14
离散数学,物联网院,2014-2015-1,28
连锁经营与管理,管理学院,2014-2015-1,1
领导科学,管理学院,2014-2015-1,1
旅行社经营与管理,管理学院,2014-2015-1,6
律师实务与公证,人文院,2014-2015-1,1
马克思主义基本原理概论,马院,2014-2015-1,38
毛泽东思想和中国特色社会主义理论体系概论,马院,2014-2015-1,71
美学与西方艺术史,马院,2014-2015-1,1
模拟电子电路基础,电院,2014-2015-1,33
模拟电子线路A,电院,2014-2015-1,270
模拟电子线路B,电院,2014-2015-1,564
模拟电子线路C,电院,2014-2015-1,58
模拟集成电路分析与设计,电院,2014-2015-1,10
农村社会工作,人文院,2014-2015-1,1
普通心理学,管理学院,2014-2015-1,1
普通语言学概论,外院,2014-2015-1,3
企业ERP沙盘模拟对抗,管理学院,2014-2015-1,2
嵌入式系统及应用,自动化院,2014-2015-1,18
嵌入式系统与开发,通院,2014-2015-1,3
嵌入式系统原理与应用,物联网院,2014-2015-1,2
全球定位系统（GPS）（双语）,地生院,2014-2015-1,7
热力学与统计物理,理学院,2014-2015-1,11
人口统计学,经济学院,2014-2015-1,3
人口研究专题,经济学院,2014-2015-1,7
人口与计划生育管理,人文院,2014-2015-1,1
人力资源管理,管理学院,2014-2015-1,1
人力资源管理,人文院,2014-2015-1,2
人力资源管理专业导论,管理学院,2014-2015-1,4
日本文化史,外院,2014-2015-1,1
日语,外院,2014-2015-1,22
日语词汇学,外院,2014-2015-1,4
日语翻译（日译汉）,外院,2014-2015-1,7
日语听力Ⅰ,外院,2014-2015-1,9
日语阅读Ⅰ,外院,2014-2015-1,6
日语阅读Ⅲ,外院,2014-2015-1,2
软件工程,通院,2014-2015-1,4
软件工程（双语）,计院,2014-2015-1,4
软件基础系列课程,软院,2014-2015-1,3
商务沟通,管理学院,2014-2015-1,1
商务谈判,管理学院,2014-2015-1,2
社工经典原著选读（英）,人文院,2014-2015-1,2
社会保险基金管理,人文院,2014-2015-1,4
社会学,人文院,2014-2015-1,4
社会学原理,人文院,2014-2015-1,1
社交礼仪Ⅱ,人文院,2014-2015-1,9
涉外文秘（含英文写作）,人文院,2014-2015-1,1
摄影测量学,地生院,2014-2015-1,2
生物信息学导论（双语）,地生院,2014-2015-1,1
生育与节育方法,人文院,2014-2015-1,2
实用回归分析,理学院,2014-2015-1,1
世界电影艺术鉴赏,人文院,2014-2015-1,3
市场调查与预测,管理学院,2014-2015-1,3
市场营销,人文院,2014-2015-1,2
市场营销案例分析,管理学院,2014-2015-1,1
数据结构,物联网院,2014-2015-1,11
数据结构A,计院,2014-2015-1,65
数据结构B,计院,2014-2015-1,20
数据结构与算法,教科院,2014-2015-1,6
数据库技术与应用,计院,2014-2015-1,27
数据库原理,计院,2014-2015-1,6
数据库原理（双语）,理学院,2014-2015-1,6
数据通信与计算机网络,计院,2014-2015-1,18
数据挖掘,物联网院,2014-2015-1,1
数理方程,理学院,2014-2015-1,46
数学分析,理学院,2014-2015-1,29
数学物理方法B,理学院,2014-2015-1,63
数值代数,理学院,2014-2015-1,11
数字电路与逻辑设计A,电院,2014-2015-1,46
数字电路与逻辑设计B,电院,2014-2015-1,48
数字信号处理A（双语）,通院,2014-2015-1,105
数字信号处理B,通院,2014-2015-1,19
税法,管理学院,2014-2015-1,1
税法,经济学院,2014-2015-1,2
思想道德修养与法律基础,马院,2014-2015-1,1
太阳能电池材料及技术,材料院,2014-2015-1,1
体育,体育部,2014-2015-1,622
通信电子电路实验,电工电子实验教学中心,2014-2015-1,1
通信电子线路,电院,2014-2015-1,96
通信经济学,管理学院,2014-2015-1,3
通信经济学,经济学院,2014-2015-1,4
通信原理A,通院,2014-2015-1,39
通信原理B,通院,2014-2015-1,53
通信原理C,通院,2014-2015-1,121
统计工作实务,经济学院,2014-2015-1,6
统计学Ⅰ,理学院,2014-2015-1,8
统计学A,经济学院,2014-2015-1,5
统计学B,管理学院,2014-2015-1,49
统计学B,经济学院,2014-2015-1,5
统计学原理,经济学院,2014-2015-1,13
统计应用软件,经济学院,2014-2015-1,22
统计预测与决策,经济学院,2014-2015-1,14
统计预测与决策,理学院,2014-2015-1,9
图像与视频处理,通院,2014-2015-1,6
推销学,管理学院,2014-2015-1,1
外贸英文函电与谈判,外院,2014-2015-1,6
网络安全技术,物联网院,2014-2015-1,4
网络编程技术,管理学院,2014-2015-1,24
网络技术与应用,计院,2014-2015-1,13
网络监控与管理,通院,2014-2015-1,3
网络信息安全A,计院,2014-2015-1,5
微电子学导论,电院,2014-2015-1,1
微电子专业实验,电院,2014-2015-1,2
微观经济学A,经济学院,2014-2015-1,1
微观经济学B,管理学院,2014-2015-1,15
微观经济学B,经济学院,2014-2015-1,4
微观经济学C,管理学院,2014-2015-1,4
微机原理及其在医学中的应用,地生院,2014-2015-1,1
微机原理与接口,计院,2014-2015-1,2
微型计算机接口技术,计院,2014-2015-1,49
微型计算机原理与接口技术,计院,2014-2015-1,122
卫星通信,通院,2014-2015-1,4
文科数学,理学院,2014-2015-1,84
文献检索与论文写作,人文院,2014-2015-1,1
物理光学,光院,2014-2015-1,74
物理化学,材料院,2014-2015-1,1
物理实验,理学院,2014-2015-1,30
物理学概论,理学院,2014-2015-1,37
物联网理论与关键技术,通院,2014-2015-1,3
西方思想家的哲理人生,人文院,2014-2015-1,6
西方文化影视欣赏,外院,2014-2015-1,27
系统工程,管理学院,2014-2015-1,3
现代管理科学基础,管理学院,2014-2015-1,21
现代通信系统,电院,2014-2015-1,1
现代物流管理,管理学院,2014-2015-1,3
现代信息技术概论,通院,2014-2015-1,20
线性代数,理学院,2014-2015-1,18
线性代数与解析几何,理学院,2014-2015-1,735
项目管理,人文院,2014-2015-1,3
消费者行为学,管理学院,2014-2015-1,2
新媒体艺术设计,传媒院,2014-2015-1,1
薪酬管理,管理学院,2014-2015-1,2
信号分析与信号处理,通院,2014-2015-1,3
信号与系统A,通院,2014-2015-1,319
信号与系统B,通院,2014-2015-1,874
信号与系统C,通院,2014-2015-1,180
信息安全导论,通院,2014-2015-1,7
信息安全数学基础,计院,2014-2015-1,7
信息分析与预测,管理学院,2014-2015-1,3
信息论基础C,通院,2014-2015-1,37
信息设计（二）,传媒院,2014-2015-1,7
形势与政策,马院,2014-2015-1,1
学习心理学,材料院,2014-2015-1,8
移动GIS原理与系统开发,地生院,2014-2015-1,5
移动通信系统B,通院,2014-2015-1,1
艺术设计史,传媒院,2014-2015-1,11
音乐基础,传媒院,2014-2015-1,3
英国文学作品选读,外院,2014-2015-1,9
英语词汇与语法I,外院,2014-2015-1,8
英语口语（3）,外院,2014-2015-1,2
英语视听说 Ⅲ,外院,2014-2015-1,7
英语阅读Ⅰ,外院,2014-2015-1,15
应用光学基础,自动化院,2014-2015-1,10
应用文写作,人文院,2014-2015-1,1
有机电子学（双语）,材料院,2014-2015-1,17
有机功能材料与器件,材料院,2014-2015-1,2
有机化学,材料院,2014-2015-1,42
语音信号处理,通院,2014-2015-1,5
原子物理学,材料院,2014-2015-1,46
运筹学,理学院,2014-2015-1,29
运筹与优化,理学院,2014-2015-1,7
政治经济学,经济学院,2014-2015-1,7
政治学原理,人文院,2014-2015-1,11
职业发展与创业指导,机关,2014-2015-1,11
职业发展与就业指导,机关,2014-2015-1,1
职业开发训练,计院,2014-2015-1,3
制图基础及计算机绘图,理学院,2014-2015-1,94
中国近现代史纲要,马院,2014-2015-1,11
中国旅游地理,地生院,2014-2015-1,5
珠宝文化与艺术鉴赏,人文院,2014-2015-1,21
专业实践,电院,2014-2015-1,1
专业外语,管理学院,2014-2015-1,2
专业英语,地生院,2014-2015-1,3
专业英语,管理学院,2014-2015-1,5
专业英语,自动化院,2014-2015-1,3
专业英语（自学）,管理学院,2014-2015-1,1
自动化导论,自动化院,2014-2015-1,1
自动控制原理,自动化院,2014-2015-1,70
自然地理学,地生院,2014-2015-1,4
自然资源学原理,地生院,2014-2015-1,3
综合英语Ⅰ,外院,2014-2015-1,5
组织行为学,管理学院,2014-2015-1,3
ARM与嵌入式系统,电院,2014-2015-2,3
C# 面向对象编程,软院,2014-2015-2,5
J2EE企业级应用开发,软院,2014-2015-2,2
Java 开发基础,软院,2014-2015-2,3
Java编程技术,通院,2014-2015-2,1
Java程序设计,计院,2014-2015-2,25
Java语言程序设计,计院,2014-2015-2,48
Linux编程,物联网院,2014-2015-2,4
Matlab与科学计算,自动化院,2014-2015-2,3
MS.NETFramework应用开发,软院,2014-2015-2,1
VC++程序设计,计院,2014-2015-2,1
Web技术（双语）,计院,2014-2015-2,5
Windows高级软件开发,计院,2014-2015-2,2
半导体材料与器件（双语）,材料院,2014-2015-2,3
半导体器件物理（双语）,电院,2014-2015-2,6
半导体物理与器件,材料院,2014-2015-2,4
薄膜光学,材料院,2014-2015-2,21
编译原理,计院,2014-2015-2,70
材料化学（双语）,材料院,2014-2015-2,25
材料加工原理与实验,材料院,2014-2015-2,5
财务管理A,管理学院,2014-2015-2,1
财务会计A,管理学院,2014-2015-2,50
操作系统,计院,2014-2015-2,2
操作系统,通院,2014-2015-2,2
操作系统A,计院,2014-2015-2,2
操作系统B,计院,2014-2015-2,15
操作系统原理,物联网院,2014-2015-2,38
测控技术与仪器专业综合实验,自动化院,2014-2015-2,1
城市规划原理,地生院,2014-2015-2,3
城市总体规划设计,地生院,2014-2015-2,5
城市总体规划设计（实验课）,地生院,2014-2015-2,3
城镇体系规划（理论课）,地生院,2014-2015-2,2
城镇体系规划（实验课）,地生院,2014-2015-2,1
程序设计基础（ Python语言）,计院,2014-2015-2,17
抽样调查,经济学院,2014-2015-2,5
初级法语,外院,2014-2015-2,9
大地测量学基础,地生院,2014-2015-2,8
大学化学A,材料院,2014-2015-2,26
大学物理,理学院,2014-2015-2,1507
大学英语Ⅱ,外院,2014-2015-2,167
大学英语Ⅲ,外院,2014-2015-2,56
大学英语Ⅳ,外院,2014-2015-2,328
大学语文,人文院,2014-2015-2,3
代数与几何,理学院,2014-2015-2,26
单证业务,经济学院,2014-2015-2,4
当代中国政府与政治,人文院,2014-2015-2,3
地理信息系统原理,地生院,2014-2015-2,2
第二外语（英语）（中）,外院,2014-2015-2,2
电波传播理论,电院,2014-2015-2,7
电磁场理论B,电院,2014-2015-2,67
电磁场理论与光波导技术,光院,2014-2015-2,72
电磁场数学方法,电院,2014-2015-2,29
电磁场与传输理论A,电院,2014-2015-2,4
电磁场与传输理论B,电院,2014-2015-2,16
电磁学,理学院,2014-2015-2,13
电工电子基础实验A,电工电子实验教学中心,2014-2015-2,63
电工电子基础实验B,电工电子实验教学中心,2014-2015-2,31
电工电子技术基础,电院,2014-2015-2,391
电工电子实验（二）,电工电子实验教学中心,2014-2015-2,71
电机学,自动化院,2014-2015-2,89
电路,电院,2014-2015-2,207
电路分析基础A,电院,2014-2015-2,348
电路分析基础B,电院,2014-2015-2,216
电气控制与可编程控制器,自动化院,2014-2015-2,13
电气设备,自动化院,2014-2015-2,9
电信生产运营B,管理学院,2014-2015-2,2
电信生产运营B,经济学院,2014-2015-2,1
电子音乐制作A,传媒院,2014-2015-2,2
电子战原理,通院,2014-2015-2,4
多媒体技术,教科院,2014-2015-2,1
多媒体技术与应用,管理学院,2014-2015-2,171
多元统计分析,理学院,2014-2015-2,1
二外（日语）3,外院,2014-2015-2,3
二外法语（3）,外院,2014-2015-2,1
发光学与发光材料,材料院,2014-2015-2,21
法国文化导读-走进法国,外院,2014-2015-2,5
法语,外院,2014-2015-2,1
犯罪的罪名与案例,人文院,2014-2015-2,40
复变函数,理学院,2014-2015-2,5
概率论和随机过程,理学院,2014-2015-2,94
概率论与数理统计,理学院,2014-2015-2,257
概率统计和随机过程,理学院,2014-2015-2,80
钢琴艺术赏析,传媒院,2014-2015-2,9
高等数学Ⅱ,理学院,2014-2015-2,2
高等数学A,理学院,2014-2015-2,1735
高等数学AⅡ,理学院,2014-2015-2,151
高等数学B,理学院,2014-2015-2,253
高等数学BⅡ,理学院,2014-2015-2,20
高级日语Ⅱ,外院,2014-2015-2,15
高级写作Ⅰ,外院,2014-2015-2,8
高级英语Ⅱ,外院,2014-2015-2,1
高级语言程序设计,计院,2014-2015-2,113
个人通信,通院,2014-2015-2,3
工科数学分析,理学院,2014-2015-2,1
公共事业管理基础,人文院,2014-2015-2,1
功能高分子材料,材料院,2014-2015-2,2
固体物理,理学院,2014-2015-2,1
